F (N)	L (m)	E (Pa)	I (m^4)	δ (m)
2.934914991811e+02	2.773003054129e+00	4.965528922740e+10	3.204541929394e-03	8.193583024131e-07
4.647621214723e+02	4.925434260916e+00	3.181173217367e+10	2.013745788116e-03	1.806055560146e-05
2.225130525523e+02	4.061604066181e+00	4.338099589224e+10	4.872614647919e-03	1.469418236858e-06
3.216710798536e+02	2.276854824735e+00	2.477715067654e+10	4.339239666103e-03	7.357187101523e-07
3.113688381645e+02	2.049452117512e+00	3.831864298984e+10	3.239145445129e-03	4.498903390112e-07
2.335463692856e+02	3.599912694835e+00	3.289879498395e+10	2.118443046712e-03	3.256949346357e-06
3.904661784254e+02	4.300536279937e+00	4.827872425367e+10	3.866292328187e-03	3.466247414997e-06
4.598725705320e+02	3.407658962600e+00	3.008282879013e+10	3.009702702690e-03	4.187187140395e-06
2.906565536798e+02	2.712845788475e+00	2.312517527336e+10	3.000047046599e-03	1.742613623900e-06
3.827634303155e+02	3.222313316811e+00	3.745455752583e+10	2.449638322937e-03	2.907942806277e-06
4.065002183956e+02	3.079272931124e+00	4.076333356470e+10	3.111835754977e-03	1.949295765707e-06
3.515305761986e+02	2.299453572385e+00	3.454675854597e+10	2.497976528211e-03	1.031810983498e-06
4.501630386223e+02	4.983169080277e+00	3.207238750524e+10	4.745588000749e-03	7.624724286158e-06
2.513386886753e+02	2.752289233142e+00	2.650036829167e+10	3.669624378664e-03	1.122604552627e-06
4.325647906492e+02	3.887045150373e+00	2.387071095329e+10	4.156626405685e-03	5.334114557878e-06
4.531980182527e+02	3.459938864211e+00	3.669806607970e+10	4.469726235269e-03	2.384119047862e-06
2.899085569665e+02	4.006751240998e+00	3.587403452087e+10	4.518951910019e-03	2.396508621980e-06
4.302343367077e+02	3.419918156603e+00	4.698180390329e+10	2.040941720377e-03	3.738958787522e-06
2.944753305023e+02	4.929605172785e+00	2.136056158698e+10	3.014882949872e-03	1.141197912065e-05
2.395233451300e+02	4.641158759892e+00	4.484446712905e+10	4.327577334718e-03	2.570586244498e-06
2.886929217737e+02	3.521195784288e+00	2.836450586682e+10	4.960708685691e-03	1.866149668045e-06
3.657442432859e+02	3.040000676935e+00	2.146177429976e+10	3.633565377226e-03	2.745103355904e-06
3.421240306189e+02	4.817111105437e+00	2.321116250382e+10	3.382676268360e-03	1.014717157490e-05
3.778712040607e+02	2.669935472434e+00	2.734226527505e+10	2.267500599666e-03	2.416701174232e-06
4.115747659135e+02	3.167110926899e+00	2.220339823367e+10	2.284915508005e-03	5.369177143554e-06
4.215611073973e+02	3.346949354784e+00	3.267733331411e+10	3.061468524759e-03	3.291473135796e-06
2.928855762546e+02	3.058447405858e+00	4.209917428949e+10	3.563703580377e-03	1.163548915442e-06
4.814205468111e+02	4.582062067257e+00	4.776679119344e+10	3.414535016584e-03	5.915734151362e-06
3.930159147438e+02	2.325940299544e+00	3.508327774800e+10	3.531037979369e-03	8.316910717244e-07
4.452814833197e+02	4.504299084116e+00	3.411794267937e+10	2.215318364168e-03	1.121646679331e-05
4.933564700768e+02	2.850820996660e+00	3.707440764718e+10	4.108219743983e-03	1.563513194854e-06
3.329007501075e+02	2.807034275084e+00	2.844268932841e+10	4.841650198579e-03	1.113916446871e-06
4.566088137003e+02	3.288783342599e+00	2.888263751268e+10	2.734767186267e-03	4.284021435227e-06
2.516101188230e+02	3.171106826012e+00	4.960887783316e+10	3.056663044012e-03	1.102332249974e-06
4.026717213402e+02	3.648195100831e+00	3.395479304955e+10	3.011931117087e-03	3.982886569199e-06
4.385907099141e+02	3.395383129052e+00	4.263186247415e+10	4.984452743653e-03	1.683188522348e-06
4.594611498671e+02	3.725402299934e+00	2.959732629489e+10	4.855820701687e-03	3.443594219382e-06
2.345006838324e+02	2.058476590478e+00	2.938865158674e+10	2.472977175348e-03	5.863283658171e-07
2.676753296178e+02	3.945284372922e+00	4.906998453311e+10	4.369704179205e-03	1.597107273156e-06
2.414070597480e+02	2.703929325022e+00	2.735875090063e+10	2.057170181070e-03	1.766559424403e-06
3.353894666087e+02	4.042379429560e+00	2.996881714285e+10	3.875274994760e-03	3.974177674157e-06
4.399985149676e+02	4.190308895511e+00	3.192455341012e+10	3.861603037571e-03	5.470860385454e-06
3.360359480825e+02	4.869800366736e+00	2.635408571284e+10	3.768963972694e-03	8.139693202501e-06
4.456460200874e+02	3.871216574814e+00	4.407143034058e+10	4.833082147479e-03	2.528773187150e-06
3.892359033520e+02	2.085524520397e+00	3.818155155626e+10	2.700146412668e-03	7.134715668114e-07
2.961647775358e+02	4.094631912660e+00	4.476866488503e+10	2.740351548995e-03	3.452680145591e-06
2.915838714546e+02	3.465917533303e+00	2.069379587979e+10	4.934918428056e-03	2.476605291025e-06
2.372848210600e+02	2.305972404438e+00	2.543162323545e+10	3.453754002718e-03	6.901214964694e-07
4.008484018517e+02	3.442213882690e+00	2.539376050375e+10	3.283446108824e-03	4.085032937398e-06
3.762830315346e+02	4.662777821710e+00	3.896429346142e+10	3.696164403398e-03	5.518098867493e-06
4.503946188060e+02	4.450958632068e+00	3.839687159416e+10	2.065140757365e-03	1.043439155952e-05
3.533044747414e+02	2.908958900501e+00	2.547819457675e+10	3.609450832638e-03	1.970202547458e-06
4.537423516193e+02	2.311369634159e+00	4.146059757136e+10	3.820149844160e-03	7.369878612376e-07
2.770976146844e+02	4.210706777282e+00	2.814273339004e+10	2.263659354345e-03	6.765177544466e-06
3.637125803319e+02	2.375073958092e+00	3.297931103360e+10	3.224818513356e-03	9.545565058737e-07
3.868824180839e+02	4.160020257424e+00	2.510329013995e+10	4.271464341761e-03	5.411487526582e-06
2.781554436474e+02	3.236387018231e+00	4.106267338348e+10	4.754896719636e-03	1.006095876266e-06
4.156098981795e+02	3.507582243528e+00	4.055750935531e+10	3.249833011466e-03	2.834888032256e-06
2.825601560673e+02	3.583993618143e+00	2.952754625149e+10	3.300119814637e-03	2.781085246736e-06
4.609852140874e+02	3.731196027345e+00	4.426479352426e+10	3.965819723322e-03	2.841832956019e-06
3.320529687478e+02	2.934168768397e+00	3.155593637505e+10	4.808046268838e-03	1.151785721422e-06
3.280296028428e+02	2.920649142301e+00	3.199602601311e+10	2.910187616459e-03	1.828491459086e-06
3.338755066336e+02	3.018123975143e+00	3.438515874626e+10	2.137256709996e-03	2.602117033158e-06
4.099902447124e+02	2.535088204117e+00	2.014579674272e+10	4.523638966056e-03	1.527000309352e-06
3.677217908779e+02	3.450590279258e+00	2.992434792209e+10	2.646044392599e-03	3.974994125456e-06
2.639079766118e+02	3.272251069660e+00	2.364461497221e+10	3.715734750849e-03	2.192674591583e-06
3.957713644483e+02	4.385165083610e+00	2.385396109083e+10	4.268414762937e-03	6.828634269583e-06
3.049989496632e+02	3.305561535403e+00	3.916941098953e+10	2.293295382524e-03	2.554970015357e-06
2.325689404791e+02	2.825961505829e+00	4.636741226170e+10	4.731560570646e-03	4.984159585614e-07
2.983038771996e+02	2.952912771400e+00	3.859211343757e+10	4.083004529693e-03	1.015526102687e-06
3.676126054743e+02	2.016813375001e+00	2.354927506207e+10	2.024289528780e-03	1.317941474326e-06
4.954603410269e+02	2.371159541645e+00	4.983779083660e+10	3.441750950408e-03	8.022537654517e-07
2.413681066300e+02	4.743387730289e+00	4.255375028023e+10	2.389931367941e-03	5.276929035882e-06
3.461977088981e+02	3.364537077018e+00	2.208892941429e+10	4.520124087886e-03	2.751274246825e-06
4.709352488036e+02	2.829844384335e+00	3.118568998468e+10	2.539484178261e-03	2.807415890266e-06
2.050297741769e+02	2.847509212984e+00	2.186902027450e+10	4.054858203327e-03	1.112157028311e-06
3.847195490153e+02	4.396233552940e+00	2.528313093168e+10	3.785985786344e-03	7.114353723649e-06
3.198189332884e+02	2.481211651972e+00	3.377937850967e+10	3.164666456459e-03	9.520829113986e-07
3.858651730247e+02	4.679173700014e+00	4.183333390338e+10	4.570387400210e-03	4.307510613056e-06
2.013444069376e+02	4.955338939114e+00	2.941857347961e+10	3.378163328365e-03	5.135895456677e-06
2.789474439677e+02	2.650900010411e+00	2.475259951878e+10	2.379229336702e-03	1.838247855178e-06
3.259746259058e+02	2.635319605715e+00	3.783431579818e+10	2.675600228023e-03	1.227821767279e-06
2.082098020034e+02	4.769611973055e+00	3.533546248569e+10	2.828149528014e-03	4.709729159892e-06
2.920240139736e+02	2.140443020051e+00	2.569992770621e+10	2.121009329720e-03	1.094495201052e-06
4.162536580337e+02	3.201871176536e+00	4.043949704445e+10	2.401131509600e-03	2.931613393053e-06
4.924380956224e+02	3.838065941788e+00	4.791875185142e+10	2.838929389113e-03	4.263709565643e-06
2.859314384413e+02	4.331087000324e+00	4.868264345109e+10	2.934161563755e-03	3.388076585556e-06
4.692323523771e+02	3.439155311916e+00	4.803877513039e+10	2.105418933227e-03	3.931620835961e-06
2.739206881565e+02	2.344549861698e+00	4.941964196682e+10	3.131510213259e-03	4.752351877152e-07
2.679405859069e+02	3.863209195430e+00	3.824011917274e+10	4.020609429982e-03	2.093296849127e-06
2.439710709822e+02	3.049053282522e+00	4.312354938410e+10	2.103962223516e-03	1.587960515416e-06
3.310987780315e+02	2.491564708829e+00	3.675373292236e+10	2.805795962287e-03	1.034606760379e-06
2.721523092866e+02	4.294135199993e+00	2.175459669302e+10	4.427067059658e-03	4.661554772296e-06
3.335058129260e+02	3.240504295724e+00	4.928861868407e+10	3.623991910154e-03	1.323628495978e-06
4.893468527936e+02	2.625571286972e+00	2.825084084694e+10	2.998555381874e-03	2.178229082246e-06
2.260580344444e+02	4.167797420411e+00	3.604007925614e+10	3.664917416883e-03	2.581360047194e-06
3.446413123717e+02	3.340127771218e+00	4.637820193922e+10	2.303607544779e-03	2.504337978144e-06
3.015942804638e+02	2.199974198163e+00	3.448595255161e+10	3.272935659172e-03	5.927273014868e-07
3.151207535561e+02	4.540739514342e+00	3.551259893289e+10	4.724627431473e-03	3.663241169321e-06
2.503012602100e+02	3.683528534069e+00	3.549394859568e+10	3.725634734487e-03	1.970876105159e-06
3.100114544657e+02	4.692520759103e+00	2.047521303467e+10	2.550543846461e-03	1.277891225158e-05
4.955166735639e+02	3.616879162509e+00	2.147345518086e+10	2.772700170591e-03	8.203783572008e-06
3.431242699102e+02	2.611885719777e+00	3.487946520744e+10	4.431097848864e-03	8.241220901620e-07
2.472508049765e+02	3.892346357757e+00	3.367085651112e+10	4.364698914100e-03	2.066914245088e-06
2.785730891102e+02	2.270895081029e+00	3.006822949952e+10	4.578947660733e-03	4.936459698113e-07
2.583682558893e+02	2.202764437227e+00	2.747719996695e+10	3.073139369382e-03	6.813140649309e-07
2.753328208965e+02	2.467861777947e+00	3.864449737781e+10	4.989630726757e-03	4.471190496237e-07
3.137656045427e+02	3.858163828998e+00	2.449001396801e+10	4.022626944173e-03	3.810722294019e-06
4.769016800809e+02	2.588357614779e+00	4.329420249046e+10	3.721672625365e-03	1.069282702563e-06
3.455192558637e+02	2.108346535500e+00	4.772819309462e+10	3.803227058385e-03	3.716462499303e-07
3.063445432952e+02	3.190179355958e+00	4.436008151995e+10	3.642177807433e-03	1.282509920631e-06
2.371246449129e+02	4.909503284261e+00	2.269950819575e+10	3.306938372881e-03	7.787634695231e-06
4.393137874565e+02	2.903306334848e+00	4.278125403284e+10	3.732835193943e-03	1.402554850031e-06
2.998022238713e+02	2.105245388937e+00	3.423992545185e+10	4.583041703248e-03	3.713771401170e-07
4.837796767281e+02	4.864192462118e+00	3.874522585727e+10	4.669557068435e-03	6.411280076814e-06
4.845976107600e+02	2.520827214877e+00	3.272456024297e+10	2.764983874029e-03	1.787322184053e-06
2.245892128759e+02	3.777650863768e+00	2.955838328003e+10	4.285956168290e-03	1.991061643225e-06
3.831409996729e+02	3.910594139758e+00	4.497592518802e+10	2.898300665480e-03	3.662031566914e-06
3.201881427481e+02	3.815362093496e+00	2.171021762818e+10	3.760094896998e-03	4.538457853025e-06
4.787039454505e+02	3.474977710912e+00	4.927102640399e+10	4.463793425477e-03	1.902769326310e-06
3.189589012481e+02	2.774569894605e+00	3.321534705060e+10	4.839960286448e-03	8.828763951906e-07
2.076018262861e+02	3.176321863213e+00	4.471995871403e+10	4.530047111370e-03	6.841626031288e-07
3.879003618188e+02	2.022672470229e+00	2.542112033383e+10	4.696653735480e-03	5.601088163849e-07
2.806880546893e+02	2.183656711189e+00	3.741588441474e+10	2.638985282650e-03	6.166557763381e-07
2.046082993811e+02	4.917905505848e+00	3.125666288386e+10	2.151338891230e-03	7.539995917468e-06
2.818693352679e+02	4.621258768159e+00	2.551861740752e+10	4.129959663861e-03	5.499009955330e-06
2.948326377548e+02	3.353613141591e+00	2.563232569927e+10	2.673708333986e-03	3.380423922067e-06
2.647231718436e+02	3.539574017523e+00	3.205787117609e+10	3.393312228744e-03	2.248253169087e-06
2.070390142198e+02	3.856909549679e+00	4.542456659472e+10	3.510022900554e-03	1.552131718207e-06
3.747753040301e+02	4.900898840672e+00	2.893204067615e+10	4.028605017590e-03	7.885390158224e-06
3.612995754903e+02	3.120010357277e+00	3.778067480385e+10	2.569507886963e-03	2.354911851588e-06
3.168232244222e+02	3.159119009578e+00	4.550691198029e+10	3.032414689697e-03	1.508022338978e-06
2.743866928448e+02	3.253110824068e+00	2.986030390012e+10	4.676073256628e-03	1.409427867443e-06
4.206465844746e+02	3.990259214452e+00	3.400780904538e+10	4.145311720682e-03	3.949513560322e-06
4.819624831542e+02	2.530406226848e+00	4.894885006155e+10	4.170309309538e-03	7.969516565501e-07
4.104889354730e+02	2.834981004993e+00	4.322000917557e+10	4.120035069552e-03	1.094271052431e-06
3.854998003942e+02	3.359096851040e+00	3.829026442476e+10	2.744597328652e-03	2.896566447732e-06
4.976715555051e+02	3.286224055186e+00	4.704808636784e+10	4.090878385296e-03	1.911765238011e-06
4.445128592446e+02	4.953304498375e+00	2.374362554263e+10	2.529218064901e-03	1.874109066938e-05
2.787079016708e+02	2.572251660705e+00	2.468665084598e+10	2.698582647034e-03	1.483373496096e-06
3.625560256381e+02	2.833960677832e+00	3.057440550393e+10	4.332746019881e-03	1.297759141410e-06
2.890829692959e+02	2.569792501223e+00	3.849071171790e+10	3.242872200322e-03	8.188223092131e-07
4.088790324138e+02	2.438899353390e+00	3.375646005216e+10	2.877298662673e-03	1.272311338714e-06
2.567323460650e+02	3.380518850798e+00	4.811380188272e+10	4.894939134393e-03	8.773491641299e-07
3.107775719708e+02	4.970328876810e+00	3.596550610900e+10	3.880558642421e-03	5.696175785839e-06
4.586702825540e+02	3.028464868201e+00	3.566906615063e+10	4.004907133515e-03	1.857987535649e-06
2.454048353799e+02	4.536317670439e+00	2.358397932236e+10	2.561222115729e-03	7.901106744415e-06
3.799015657198e+02	2.641292370477e+00	3.956424252921e+10	2.937491198276e-03	1.254873208727e-06
2.085986752340e+02	2.715106186949e+00	2.788831574256e+10	2.959626701392e-03	1.053832391251e-06
4.865586116950e+02	3.584829542931e+00	2.066940618142e+10	3.062033986883e-03	7.378387324908e-06
4.820100254823e+02	3.943845454031e+00	4.361120746039e+10	3.574645585363e-03	3.951330872504e-06
4.067733014600e+02	2.433661163174e+00	4.822297916212e+10	2.845637955972e-03	8.901390539227e-07
3.499129639573e+02	2.080315990394e+00	4.914728357139e+10	3.908728571129e-03	3.416423380624e-07
4.182699006707e+02	3.849641384015e+00	4.343109274199e+10	4.182261993897e-03	2.736933259530e-06
4.507129078408e+02	3.677715346348e+00	4.434762223110e+10	4.476780933764e-03	2.352647774668e-06
3.749370476905e+02	3.183888943016e+00	4.170384530561e+10	3.436169540258e-03	1.759301064606e-06
2.591578201856e+02	3.032784634227e+00	4.860657466488e+10	4.035531525353e-03	7.678069388883e-07
3.209361791527e+02	4.031071445693e+00	2.707718467862e+10	3.780679311414e-03	4.278244289584e-06
3.754172379225e+02	4.165837007247e+00	4.876971765557e+10	3.902555306587e-03	2.970848368139e-06
3.688503654816e+02	3.714221473623e+00	3.520663939470e+10	2.412400374172e-03	4.635946453994e-06
3.721032997214e+02	2.115943859710e+00	2.244649889264e+10	2.706916061400e-03	1.208679916936e-06
4.632791108384e+02	2.418171344826e+00	2.009264825329e+10	3.986603295040e-03	1.703815205347e-06
2.511075053199e+02	2.323287038104e+00	3.319442703729e+10	2.784262879887e-03	7.098255870884e-07
4.687483327953e+02	3.550949390953e+00	3.002896830876e+10	2.842773974474e-03	5.122113577582e-06
3.087609455234e+02	2.651551680285e+00	4.716317347323e+10	3.547684170593e-03	7.166934631790e-07
4.601726914704e+02	4.814595570636e+00	4.656619050497e+10	3.066454162359e-03	7.492933065091e-06
3.698093589260e+02	3.392631346257e+00	3.107756484364e+10	3.595245003503e-03	2.692596017402e-06
3.010743291441e+02	2.573042988937e+00	3.693638505237e+10	2.461795795779e-03	1.175079370563e-06
2.669922212046e+02	4.348349567494e+00	2.454016489247e+10	3.459044455923e-03	5.387621795855e-06
3.368405271792e+02	4.813412518845e+00	4.809192507445e+10	4.076797441380e-03	3.991637140545e-06
2.735655456790e+02	3.043016775395e+00	3.262630285206e+10	2.101846570474e-03	2.341878328315e-06
2.474742690161e+02	2.068989856148e+00	2.419016372185e+10	2.457101400278e-03	7.682490109610e-07
3.598657553995e+02	4.735536617779e+00	2.704791432948e+10	4.932432372227e-03	5.967768392388e-06
3.839807144324e+02	3.153517429309e+00	4.445203864280e+10	2.501611889854e-03	2.256016472245e-06
2.531082778139e+02	4.873475926609e+00	2.101749597256e+10	4.883011051952e-03	5.947204970750e-06
4.759177603602e+02	4.493618698116e+00	2.394227791792e+10	3.309030540886e-03	1.135567842550e-05
4.970706176963e+02	3.574617176029e+00	2.411525995889e+10	3.076240095881e-03	6.376073166770e-06
4.244604398782e+02	3.314034315372e+00	2.121458993092e+10	2.311494533825e-03	6.563560206526e-06
2.213786521516e+02	3.745236673830e+00	4.129654056472e+10	2.511305058189e-03	2.336249171114e-06
2.181185921608e+02	4.779955984534e+00	2.489272003196e+10	2.570880481746e-03	7.754769602581e-06
3.626692616039e+02	2.306516562788e+00	2.855208779931e+10	3.823311094443e-03	8.493011965028e-07
2.155905941807e+02	2.065046734844e+00	3.482284300211e+10	3.456304666138e-03	3.286260478793e-07
3.774678606395e+02	4.027535377878e+00	3.821193146605e+10	4.997387456452e-03	2.690387407896e-06
4.365113408721e+02	4.270597737746e+00	2.923763830948e+10	2.623334608208e-03	9.234732356663e-06
3.479586686601e+02	2.069206874960e+00	2.420733449102e+10	3.115632630881e-03	8.515397904029e-07
2.869065609027e+02	2.171378338616e+00	3.514463496882e+10	2.370673721193e-03	7.344714571481e-07
2.683228238966e+02	3.125774247229e+00	2.642862273545e+10	3.288514206982e-03	1.964332268301e-06
4.572367519970e+02	2.147014971283e+00	2.717821289316e+10	4.241599400099e-03	8.178140490014e-07
4.433339838179e+02	3.175214534996e+00	3.695477461001e+10	4.940126009657e-03	1.619572609651e-06
4.944086698710e+02	3.108582964689e+00	3.759346572091e+10	2.443067136377e-03	3.368871624981e-06
2.553668868018e+02	4.350022187873e+00	3.977958277175e+10	4.582632302267e-03	2.402273913459e-06
3.262252902564e+02	2.777924602075e+00	3.577515517062e+10	3.258814336477e-03	1.249673632515e-06
3.445231927556e+02	2.932236177606e+00	3.538437772007e+10	2.980852100407e-03	1.715623862892e-06
3.923318344653e+02	3.537655748964e+00	4.480306225945e+10	2.273503831517e-03	3.552676228105e-06
4.869114232196e+02	2.676754759345e+00	3.880979127621e+10	2.736837719915e-03	1.831656885315e-06
2.054435997909e+02	4.789686772913e+00	2.816106332625e+10	4.908001761956e-03	3.402663160189e-06
4.187701857544e+02	3.750592752473e+00	3.348937895635e+10	4.967189737004e-03	2.767046159775e-06
2.368277578034e+02	4.078431078634e+00	3.194458462514e+10	4.861653295810e-03	2.155209629893e-06
4.534041410559e+02	4.462417371434e+00	2.396782757432e+10	2.186644403481e-03	1.601577551911e-05
3.030405237601e+02	3.012448286175e+00	3.458142393121e+10	3.917753331959e-03	1.273908720999e-06
2.118140715543e+02	2.983958345641e+00	4.978555903697e+10	2.546407676457e-03	9.248270356855e-07
3.367497387061e+02	2.697791250897e+00	2.581875195382e+10	2.586454218742e-03	2.062770989375e-06
2.750339015315e+02	4.612975356139e+00	2.154952454367e+10	2.882453954469e-03	9.054997290563e-06
3.160473347519e+02	2.130835110441e+00	2.105915660872e+10	3.737678318306e-03	8.093148920634e-07
3.963238851343e+02	4.321650662618e+00	4.421512779188e+10	2.504439071439e-03	6.018338743282e-06
4.968746301107e+02	2.577215815629e+00	3.239430065928e+10	3.185062904341e-03	1.717399476343e-06
3.441080761939e+02	3.861133072794e+00	2.017547763859e+10	2.361913059402e-03	8.659846715491e-06
3.118411044352e+02	3.640766600487e+00	2.399624499876e+10	3.527934980274e-03	3.703452491767e-06
3.758994745825e+02	3.624727437494e+00	3.755340352702e+10	4.764064505064e-03	2.084633006923e-06
2.271081326838e+02	2.142145090084e+00	3.106615506199e+10	4.392298306218e-03	3.408464412617e-07
2.762104628387e+02	2.195564982127e+00	3.940149520296e+10	2.591479649670e-03	5.964544307795e-07
3.028698155203e+02	4.905795610104e+00	4.643628233154e+10	4.788423668757e-03	3.350372494392e-06
2.336917617634e+02	4.997148261726e+00	2.661080867959e+10	4.179852025334e-03	5.461977288915e-06
3.005933901340e+02	2.532111496835e+00	2.999030489132e+10	2.368644167042e-03	1.431218562883e-06
2.985057802606e+02	4.794040102989e+00	2.770010926060e+10	2.816433317261e-03	8.782851514902e-06
4.075250754930e+02	2.636900093861e+00	4.048129007322e+10	2.212885542184e-03	1.737724125078e-06
2.761032855056e+02	2.209789151777e+00	4.152742881459e+10	4.458338662565e-03	3.352546045020e-07
2.883308618338e+02	3.144862992917e+00	2.368444624272e+10	2.440691123989e-03	3.232057108203e-06
3.001306814604e+02	2.631404072850e+00	4.031134440282e+10	4.737928946579e-03	5.965075691141e-07
4.230984071442e+02	4.273671783371e+00	4.027687843761e+10	4.565309909336e-03	3.741774239178e-06
4.857906180417e+02	3.428151840305e+00	2.976287028776e+10	3.761846283541e-03	3.641767176425e-06
4.144987760748e+02	4.750698801148e+00	2.380116448524e+10	2.913642301265e-03	1.335119274148e-05
3.938632012073e+02	4.991248048942e+00	3.965754552754e+10	4.536095772523e-03	5.671834924054e-06
3.326809658427e+02	4.197290077980e+00	3.275246485428e+10	2.468987251180e-03	6.337687682591e-06
3.205436100147e+02	4.726545859053e+00	2.935359414471e+10	2.133285897680e-03	1.126074610617e-05
3.013280228868e+02	3.545831032605e+00	2.695601728593e+10	3.220907211817e-03	3.223431565299e-06
2.478459187439e+02	2.442495756436e+00	3.140489185674e+10	2.052567443568e-03	1.167205296500e-06
2.488531055431e+02	4.856340105100e+00	3.252427537240e+10	2.573106669564e-03	7.095184449585e-06
2.284175148703e+02	2.330979689297e+00	3.136069848249e+10	3.317213945449e-03	5.793545518833e-07
2.321736381752e+02	2.127729396737e+00	3.928567756601e+10	4.729578333317e-03	2.507634176952e-07
3.786831582889e+02	2.796646629333e+00	3.934593707759e+10	3.021496612487e-03	1.451528381400e-06
4.382106518272e+02	2.385669079190e+00	4.577541641727e+10	3.209417063035e-03	8.437500987315e-07
2.966670126919e+02	3.929333489383e+00	4.568187347113e+10	4.955007183548e-03	1.656519281022e-06
2.810864354995e+02	3.413947337707e+00	4.062243979878e+10	3.666474872386e-03	1.564423700671e-06
2.165226712678e+02	3.587869536731e+00	2.080238243295e+10	3.844115423119e-03	2.605328987852e-06
3.947998330844e+02	2.855121556494e+00	4.467913553447e+10	4.511580652369e-03	9.496772728888e-07
3.780573471765e+02	4.223548913920e+00	4.453629866661e+10	3.630883635735e-03	3.669632542011e-06
2.590832256833e+02	4.937907863019e+00	3.750958926354e+10	3.837044346645e-03	4.515313171838e-06
3.871552634810e+02	3.527683298418e+00	4.154490160062e+10	3.848446058639e-03	2.214672735265e-06
4.664787579230e+02	3.136335476350e+00	3.699123773932e+10	3.119740415389e-03	2.598010153315e-06
2.873158900305e+02	4.034730642271e+00	3.292449825763e+10	2.266803251081e-03	5.267797303013e-06
3.981358374662e+02	4.746283068296e+00	4.150319074407e+10	4.063650486248e-03	5.258393815321e-06
4.985655651273e+02	4.607840046081e+00	4.798354662152e+10	3.541845110067e-03	5.979313392499e-06
4.371582239033e+02	4.305108934273e+00	3.025693360938e+10	4.986590966312e-03	4.816384970271e-06
3.726155484440e+02	4.528969780559e+00	3.994618528135e+10	2.633106364717e-03	6.856054945836e-06
4.854349287441e+02	2.729059822397e+00	3.772480912730e+10	4.505611520265e-03	1.209339274636e-06
4.512832800522e+02	4.085527294083e+00	2.006045174449e+10	4.157176966500e-03	7.687995731223e-06
3.584848898536e+02	2.336746216433e+00	4.736334302704e+10	2.690519482188e-03	7.478005365675e-07
3.619552702190e+02	2.725576739182e+00	3.264652014461e+10	4.303930000989e-03	1.086642819515e-06
4.125005315313e+02	2.341016730154e+00	3.098062293615e+10	2.281173689068e-03	1.560085238346e-06
3.945966358899e+02	3.334864978600e+00	2.908065104456e+10	3.920412871955e-03	2.674305234487e-06
4.485569023091e+02	4.500869958475e+00	4.599438617969e+10	2.904176416028e-03	6.378783771200e-06
4.086553204396e+02	4.056958854222e+00	2.618976366598e+10	4.516746629098e-03	4.805741660154e-06
3.822263868672e+02	4.772959402116e+00	4.340393744194e+10	4.150552875439e-03	4.806263412292e-06
3.144898571044e+02	2.902833828245e+00	3.532347261629e+10	3.756569370234e-03	1.207750225207e-06
2.799399904074e+02	4.053860672635e+00	4.412969262873e+10	3.042237863198e-03	2.894050407744e-06
3.226868335853e+02	4.766305731883e+00	2.615761181966e+10	3.280238358135e-03	8.483639473490e-06
2.293440031806e+02	4.505657690394e+00	4.518519799785e+10	4.045691082950e-03	2.390737122198e-06
2.524993910960e+02	4.759459842645e+00	4.456889331444e+10	3.516559439804e-03	3.618614219666e-06
2.376508784425e+02	4.545509100486e+00	4.794439737123e+10	4.646983195807e-03	2.087069037219e-06
4.264838801021e+02	3.619624022405e+00	4.626040411020e+10	3.208007278379e-03	2.839272013407e-06
3.222391432209e+02	3.434616781344e+00	4.073592189614e+10	3.359027297970e-03	1.987837306082e-06
4.093947648743e+02	4.961479092457e+00	3.594011428861e+10	4.481396926073e-03	6.467578050626e-06
4.589678564516e+02	3.965929354020e+00	2.723451243471e+10	3.679971744589e-03	5.951300313224e-06
2.456121636361e+02	3.878453913041e+00	3.162581122314e+10	4.498683467813e-03	2.098250947703e-06
2.362883854671e+02	4.838067459918e+00	4.895253602657e+10	3.706125090413e-03	3.072710377010e-06
2.382912253723e+02	3.740996554322e+00	2.731535768237e+10	3.103652887134e-03	3.065834465818e-06
2.287923097674e+02	2.493244880800e+00	2.709161018131e+10	2.500219121516e-03	1.090641711232e-06
3.396389165803e+02	4.409360809697e+00	4.135379794865e+10	3.744091014644e-03	3.917791538399e-06
2.693583382172e+02	3.280374328409e+00	3.202091750133e+10	4.217216776400e-03	1.466897279298e-06
4.317293323107e+02	2.958262252560e+00	4.217545120177e+10	2.833611049533e-03	1.948410045092e-06
2.579825676851e+02	2.484575798783e+00	4.509153395263e+10	4.981829786298e-03	3.669627492480e-07
3.295591189669e+02	4.669566576204e+00	2.325133387869e+10	4.400360310540e-03	6.832595327200e-06
4.581157572527e+02	4.136817730326e+00	2.686350919087e+10	2.395680254981e-03	1.049884571034e-05
4.321244346397e+02	2.769477592581e+00	4.975127939348e+10	2.813553660272e-03	1.366160417471e-06
4.934218083238e+02	4.674151601255e+00	2.281663465683e+10	4.864905552589e-03	9.457132721699e-06
2.015668858244e+02	4.883767751837e+00	3.649600631497e+10	4.104795172449e-03	3.265172448396e-06
4.395357191620e+02	2.928311997068e+00	3.132304392935e+10	3.362027288227e-03	2.183432564904e-06
4.259361609075e+02	4.426565864771e+00	3.210932499779e+10	3.925336225180e-03	6.106551563187e-06
