E (Pa)	I (m^4)	ρ (kg/m^3)	A (m^2)	L (m)	f (Hz)
3.000587011219e+10	5.633732242267e-05	6.388882086224e+03	4.965103769889e-03	4.763845361563e+00	5.691568632027e+00
4.186274430499e+10	9.104220603685e-05	5.314252800862e+03	9.740741611400e-03	2.788218662301e+00	1.952932053162e+01
4.698769401493e+10	9.314314704393e-05	7.381599823238e+03	6.040776354604e-03	3.036439304480e+00	1.901250579257e+01
1.486619823547e+10	6.024490337819e-05	5.981281530128e+03	5.188205630094e-03	2.066817285636e+00	2.225219765920e+01
4.109831062697e+10	2.712286527258e-05	2.885824414033e+03	2.080866499089e-03	3.778347787250e+00	1.688657297858e+01
2.863390485093e+10	1.869683349850e-05	4.452535991317e+03	3.574380226961e-03	2.138371920798e+00	2.244276773615e+01
1.437181207076e+10	8.201985843630e-05	7.594998369577e+03	3.804068582915e-03	2.756960077832e+00	1.486924721321e+01
4.960810098580e+10	5.002553978873e-05	4.281825245356e+03	9.160704369108e-03	4.970238522439e+00	5.697200495113e+00
3.189740616455e+10	2.480844867635e-05	7.317403240416e+03	5.830285703035e-03	4.614755438898e+00	3.578321604070e+00
1.542714507214e+10	1.939807210435e-05	3.114574740259e+03	2.011530117653e-03	2.024181530096e+00	2.984579683833e+01
4.045515500817e+10	6.427727462552e-05	7.655737769711e+03	1.937097094160e-03	4.323542012486e+00	1.253400176094e+01
3.927164092417e+10	7.371382164284e-05	3.132329971180e+03	2.785208468451e-03	3.812526232577e+00	2.217422122136e+01
2.927807863728e+10	5.707232007015e-05	6.834457738318e+03	2.480027770755e-03	4.113666713497e+00	1.038169385333e+01
2.701474670396e+10	6.711615848521e-05	3.134058382913e+03	5.568726304322e-03	3.938545214347e+00	1.162608575893e+01
3.732912330956e+10	8.677688110021e-05	4.877254470696e+03	1.519967614557e-03	3.968988528077e+00	2.347923956516e+01
1.564926731889e+10	8.113371546419e-05	6.525553849497e+03	7.368236034900e-03	4.260298117347e+00	5.009563990145e+00
2.197195334435e+10	1.654377556141e-05	3.657720123582e+03	1.849442429163e-03	3.947213882142e+00	8.324676417635e+00
4.022585872230e+10	6.042013959703e-05	4.758412655514e+03	6.988466476037e-03	2.247168525099e+00	2.995524798736e+01
4.971808656313e+10	5.934083252786e-05	4.445884328577e+03	5.981967229042e-03	2.422261237202e+00	3.176242432395e+01
3.669271277131e+10	5.487060718026e-05	7.373561224418e+03	1.253358831927e-03	2.675750659866e+00	3.647664015349e+01
3.151270831931e+10	5.688477823090e-05	6.028665767145e+03	3.648841888725e-03	4.163896310985e+00	9.212460459743e+00
4.543330307479e+10	8.434617794973e-05	6.922944067814e+03	2.251227958132e-03	3.403587027238e+00	2.395044946588e+01
2.716293570260e+10	1.713356012256e-05	5.905858259157e+03	6.781095016166e-03	3.498845245991e+00	4.927129105250e+00
1.123223036010e+10	1.918524531078e-05	7.513099845229e+03	8.431498031020e-03	3.351292327529e+00	2.905713417308e+00
3.690456813423e+10	5.439548241343e-05	6.126057318200e+03	1.911186708864e-03	4.958358893852e+00	9.423801998225e+00
3.432948949018e+10	2.147995726048e-05	5.255659913349e+03	9.028236310992e-03	3.509094983545e+00	5.664580079790e+00
4.497314162305e+10	5.890054360379e-05	7.689575484351e+03	1.710721303063e-03	3.194156007514e+00	2.460967501402e+01
1.165433356087e+10	8.019778339821e-05	5.212476599154e+03	8.036414276548e-03	4.816542781143e+00	3.602661999018e+00
3.393030590073e+10	6.777577338299e-05	2.161838363187e+03	4.649846248367e-03	2.935385043542e+00	3.105937727302e+01
2.503002205936e+10	4.148041966276e-05	5.505554822403e+03	7.565016574954e-03	3.899315574555e+00	5.810220391386e+00
1.068325095545e+10	3.037971014856e-05	4.685405359912e+03	5.117615219432e-03	4.483123879412e+00	3.238898400308e+00
3.627204048632e+10	9.467960608564e-05	4.773240488775e+03	1.396967069626e-03	4.742885079105e+00	1.785056410130e+01
4.769934928267e+10	4.836483608041e-05	4.191935785287e+03	4.865531140520e-03	3.384608716732e+00	1.642685361507e+01
2.241495854143e+10	9.384950606638e-05	4.007280551647e+03	2.520253589056e-03	2.135467978057e+00	5.599825826630e+01
1.136174399814e+10	4.952255682264e-05	3.965739982378e+03	7.684651133453e-03	2.074509900094e+00	1.766613258522e+01
2.193348957528e+10	3.655748939723e-05	6.400268242302e+03	7.373725741020e-03	4.918412567539e+00	3.014895295485e+00
1.761497667742e+10	3.484880329205e-05	6.900834143177e+03	5.300559564394e-03	4.180672788720e+00	4.147187174533e+00
2.270046087411e+10	7.920604311392e-05	7.827943300850e+03	9.947985290581e-03	2.650040565183e+00	1.210661481995e+01
1.963279470969e+10	1.588579686539e-05	7.297948982785e+03	3.114577459318e-03	3.009106274174e+00	7.238410498944e+00
1.824834186888e+10	9.671798253973e-05	3.432299425531e+03	4.512789852989e-03	4.608242041646e+00	8.894105816002e+00
4.065080394222e+10	5.525636139058e-05	6.024511247474e+03	7.970767421003e-03	2.573156740190e+00	1.827700058663e+01
3.209060576866e+10	7.839720323984e-05	7.889011025914e+03	2.242188372480e-03	4.248713814047e+00	1.168959948106e+01
4.204109236901e+10	5.166416408037e-05	5.800689832237e+03	5.405559497952e-03	3.546214394730e+00	1.171019832958e+01
1.362951928306e+10	7.683696728821e-05	6.113942907770e+03	8.267370238567e-03	3.282247075324e+00	7.475859478716e+00
2.446854913050e+10	3.761196667355e-05	2.487342352884e+03	9.561148278639e-03	3.528132967075e+00	8.842541537258e+00
2.147933899208e+10	7.297024095087e-05	3.412518998322e+03	4.041642063454e-03	3.317143295335e+00	1.714198430602e+01
1.517595179636e+10	5.755121007828e-05	5.158517952535e+03	9.534194715958e-03	4.596364327977e+00	3.529348157638e+00
4.272769746709e+10	4.803378309156e-05	4.621012873359e+03	9.128633877969e-03	2.520177784856e+00	1.943197644202e+01
2.047731082854e+10	7.885100351494e-05	3.638758450267e+03	9.467040910632e-03	2.865978383155e+00	1.474800201541e+01
4.367478218483e+10	3.390330344467e-05	6.741176316777e+03	9.573850487996e-03	4.841941640418e+00	3.615004091118e+00
4.129456750560e+10	4.411396917540e-05	4.801568321394e+03	9.836540067918e-03	4.900975012237e+00	4.574877702792e+00
3.172860522025e+10	3.302615211122e-05	6.269455480972e+03	7.820492866220e-03	2.292888182409e+00	1.555891933846e+01
3.909651492875e+10	7.931291603679e-05	4.348517298955e+03	2.823710955076e-03	3.140323212380e+00	2.851243041290e+01
1.241176129150e+10	5.361001620020e-05	5.456955833168e+03	5.513539615380e-03	4.755307947932e+00	3.679718447427e+00
1.593163336437e+10	4.660361987516e-05	2.399078691583e+03	8.780899475560e-03	4.451286099032e+00	5.301513678351e+00
4.995206127219e+10	6.849376810062e-05	6.615560462258e+03	8.423314712834e-03	2.284975910019e+00	2.655442034985e+01
3.115706490927e+10	6.258770417844e-05	4.372217403978e+03	6.771041320456e-03	2.328543298225e+00	2.648489245721e+01
2.155852043409e+10	9.434665478602e-05	5.654688766318e+03	3.911509004099e-03	2.151472558963e+00	3.665618485335e+01
3.169829744189e+10	3.717307505887e-05	6.681855314867e+03	3.586300961900e-03	3.596752934282e+00	9.590953270461e+00
1.679592391470e+10	7.041129925845e-05	3.541017750228e+03	9.914346841457e-03	2.020946160316e+00	2.514433827894e+01
3.008288565794e+10	9.053550311719e-05	2.704897225239e+03	8.823874093639e-03	3.827926645491e+00	1.289910662987e+01
1.950798273000e+10	5.319150377688e-05	7.300328101590e+03	4.171966318382e-03	3.469319305040e+00	8.580643511563e+00
3.342442417811e+10	2.216939772299e-05	4.718898813098e+03	1.125470282163e-03	4.882029896467e+00	8.768864768748e+00
4.665340631173e+10	9.925808815248e-05	2.019114927184e+03	6.336254249590e-03	2.302107823554e+00	6.351834427454e+01
4.217085601264e+10	1.551677177967e-05	3.585089951932e+03	8.101147728718e-03	4.621591313530e+00	3.932087645058e+00
2.039148355503e+10	2.342950501833e-05	7.672183003228e+03	8.557325773745e-03	2.188764615491e+00	9.963272680706e+00
4.635832734892e+10	2.214397424250e-05	7.864253770832e+03	8.583926996780e-03	2.039078826551e+00	1.659489623118e+01
3.104258483270e+10	6.411157825978e-05	3.517293202193e+03	9.418379288568e-03	4.225228909757e+00	7.682047506584e+00
1.054010848169e+10	6.873839098350e-05	3.145190961776e+03	3.771537212023e-03	4.441603691334e+00	7.009427989129e+00
3.922712262672e+10	4.757495891317e-05	3.023392691256e+03	7.582675620693e-03	4.965136381741e+00	6.475662867907e+00
2.297010743979e+10	5.049202243942e-05	4.981339110604e+03	2.001018174984e-03	2.581222152335e+00	2.864614820773e+01
1.497314579504e+10	6.602317312774e-05	7.825930424111e+03	7.877910870965e-03	3.276442702635e+00	6.600072727022e+00
3.856319596706e+10	9.835438136121e-05	4.343331841033e+03	9.214230716629e-03	2.081666587143e+00	3.975050506126e+01
3.846078211260e+10	2.628052667745e-05	7.722369510612e+03	6.458782475561e-03	2.388426804850e+00	1.396285642395e+01
2.659869596886e+10	6.862524708617e-05	4.423790883865e+03	4.178540560058e-03	4.688563425409e+00	7.998445916132e+00
2.019979338417e+10	8.787852236922e-05	5.958558523853e+03	8.096550018998e-03	3.892002721396e+00	7.085502172907e+00
1.154440261903e+10	2.413861674412e-05	4.258480778636e+03	5.479840216546e-03	4.343631233464e+00	3.240764029654e+00
1.231666988232e+10	7.316526320173e-05	5.129144180907e+03	7.171358425677e-03	2.668129307853e+00	1.230225942970e+01
4.998629296342e+10	7.657603554207e-05	7.235394728216e+03	2.921301351459e-03	2.204454331260e+00	4.899740431166e+01
3.976429276326e+10	8.987334209125e-05	5.143581629651e+03	4.757956592668e-03	3.533161675712e+00	1.712831632914e+01
3.654662718193e+10	1.187382680665e-05	6.546626378618e+03	2.842873572830e-03	4.429298631691e+00	4.354960362496e+00
4.027245355630e+10	9.687880023096e-05	5.844811678111e+03	3.860039601220e-03	3.794256638646e+00	1.616242600374e+01
1.046170665417e+10	1.852199300035e-05	5.180098854604e+03	1.303583208165e-03	2.131982134992e+00	2.085269916117e+01
2.678173535395e+10	1.821252598061e-05	2.285579123360e+03	4.928573765687e-03	3.364552229191e+00	1.028522544242e+01
2.366068712696e+10	7.871826424691e-05	6.756695251945e+03	3.475877446033e-03	3.658566157894e+00	1.177207140690e+01
4.070003227198e+10	9.719969721127e-05	2.637039613009e+03	2.852562527191e-03	3.232882508274e+00	3.882368480292e+01
4.929516881873e+10	1.303603966696e-05	5.303866769591e+03	4.284252203652e-03	3.672037177397e+00	6.978301589194e+00
1.458700579988e+10	2.815653005691e-05	5.428937568380e+03	9.186912567050e-03	3.018830156353e+00	5.571546315626e+00
4.851925329673e+10	2.425719033415e-05	7.502556430932e+03	2.186106372421e-03	2.338093597549e+00	2.741800884672e+01
4.089139262858e+10	9.678991130162e-05	5.890482492030e+03	6.248674565176e-03	2.468987392800e+00	3.009861692271e+01
2.251483318123e+10	4.169564240434e-05	2.934426697390e+03	1.005404400565e-03	4.850558168074e+00	1.341488393943e+01
3.973611135760e+10	7.321494939547e-05	2.947558174689e+03	8.820003073391e-03	2.189618637949e+00	3.904026149455e+01
1.822535781952e+10	9.811496061367e-05	4.177134082272e+03	1.184971236301e-03	2.121933570225e+00	7.469157974397e+01
4.675290573599e+10	6.013850977216e-05	5.784548161542e+03	6.903652093069e-03	4.770956475724e+00	6.522562245162e+00
2.934892377077e+10	6.051501899509e-05	3.252357956266e+03	2.699589712299e-03	2.536585207728e+00	3.911140257761e+01
2.842183788053e+10	9.365757020381e-05	5.824505379696e+03	3.515166146184e-03	4.341924008034e+00	1.070171319405e+01
1.832353300462e+10	7.238580572410e-05	6.952463431965e+03	4.883595168753e-03	2.353701882635e+00	1.996236057240e+01
1.351051117139e+10	9.199840555035e-05	4.595682460409e+03	4.318835492612e-03	4.539686981192e+00	6.794203672466e+00
1.124663319402e+10	1.139695854570e-05	5.526995744741e+03	3.724699829305e-03	2.561424371949e+00	6.729381438172e+00
2.640638072204e+10	6.485598732858e-05	7.182936191164e+03	4.334579062216e-03	2.770684936672e+00	1.709438172835e+01
4.431636603931e+10	7.799369841749e-05	2.911207042711e+03	2.632930741774e-03	4.015269149277e+00	2.330498970393e+01
2.059723384378e+10	8.086119912795e-05	5.960836033398e+03	6.868968572507e-03	4.647216496093e+00	5.225309889654e+00
1.308984404603e+10	5.916368818362e-05	6.664274536838e+03	5.759989789648e-03	4.356288169560e+00	4.187907046260e+00
1.465244158854e+10	1.178818423932e-05	6.789680645548e+03	1.753338728007e-03	4.878852068799e+00	2.831445754519e+00
1.808397395140e+10	5.410123575478e-05	5.025825376712e+03	7.647470354841e-03	4.808638969873e+00	3.860701842505e+00
3.567204244736e+10	3.169226916666e-05	7.289981079696e+03	7.525884094725e-03	4.210135407176e+00	4.531367031218e+00
1.578762036540e+10	5.142203153026e-05	4.027996851904e+03	9.008063002868e-03	4.100515074591e+00	4.977583267926e+00
3.094165829344e+10	7.007921159912e-05	3.449387470437e+03	2.549219260767e-03	4.789125562338e+00	1.211440360801e+01
1.857629803880e+10	2.377281827103e-05	2.323791499345e+03	6.068375761999e-03	2.220777590597e+00	2.007694602495e+01
1.725246998394e+10	8.848336527510e-05	7.186442308259e+03	4.821067412543e-03	2.346750308326e+00	2.132636269038e+01
4.986831126378e+10	3.251357720987e-05	3.851419000564e+03	2.658368328228e-03	3.222398037383e+00	2.144327195084e+01
4.658183839676e+10	4.313850018944e-05	6.972709176061e+03	1.599735195933e-03	3.447631137587e+00	1.998007408522e+01
4.810360183639e+10	4.791421665798e-05	7.801101918963e+03	6.585206224622e-03	4.715985449088e+00	5.328881848095e+00
4.869404835488e+10	8.906431214356e-05	3.928227050565e+03	8.638242854097e-03	3.684629773485e+00	1.473376593571e+01
4.775599009364e+10	8.250242433827e-05	3.636443046081e+03	7.326232719077e-03	2.850163794822e+00	2.648814649842e+01
2.694394626261e+10	7.947569638366e-05	3.163005409117e+03	5.333078742066e-03	4.957342898007e+00	8.112104999377e+00
2.288055493500e+10	9.518848540732e-05	4.949712938224e+03	3.874604017176e-03	4.237376314571e+00	1.050147790429e+01
4.852035021325e+10	7.279097643358e-05	3.846003196381e+03	4.246795064771e-03	2.838809239873e+00	3.228609491145e+01
3.493493113141e+10	9.172994295244e-05	2.388838130874e+03	9.634746465982e-03	3.819000866432e+00	1.431512559229e+01
1.432222116851e+10	9.357517706455e-05	6.907786285810e+03	7.471910254275e-03	3.397554898504e+00	7.810699990998e+00
3.990819048673e+10	5.242865884966e-05	4.842132640651e+03	4.537556772717e-03	3.835098886798e+00	1.173966105361e+01
1.450887908426e+10	7.566069150287e-05	5.613586816328e+03	5.028332672242e-03	3.801159062216e+00	7.636782990785e+00
2.331018072226e+10	5.721506865626e-05	6.230246778729e+03	7.057132101272e-03	3.322824830207e+00	8.826104504831e+00
1.897437635557e+10	2.015229882597e-05	6.468639128289e+03	5.679226518122e-03	4.228682409981e+00	3.192328187005e+00
1.420969689720e+10	1.353214162752e-05	6.295426931277e+03	8.985900069404e-03	4.995475006574e+00	1.307228125026e+00
3.862602922425e+10	3.163941395755e-05	5.856785421942e+03	3.747006261808e-03	3.309310392537e+00	1.205674432250e+01
1.776071082950e+10	1.008974987759e-05	2.150919433368e+03	9.060411138245e-03	2.540538344653e+00	8.312956634508e+00
1.749132669168e+10	4.370463963773e-05	4.435883294675e+03	6.173781761060e-03	2.898917066480e+00	1.112398894707e+01
3.409585579371e+10	4.651076404914e-05	3.731481642438e+03	2.603265602388e-03	4.552377482118e+00	1.090871970415e+01
1.222475836809e+10	7.536138223430e-05	3.146143716144e+03	1.676871811365e-03	2.530140653554e+00	3.652487219616e+01
4.888987074590e+10	4.580422022149e-05	4.818932917689e+03	2.583540634388e-03	3.269135590675e+00	2.220423991344e+01
3.948781561020e+10	6.365816058998e-05	6.240907266372e+03	8.249567294473e-03	4.009843126345e+00	7.689304494348e+00
2.963206325406e+10	5.592703495613e-05	3.090852007553e+03	6.413475263777e-03	3.595504529413e+00	1.251437087161e+01
1.378280311918e+10	2.581156595294e-05	3.234993047086e+03	7.698413092171e-03	3.268381205466e+00	6.260311427835e+00
1.104181521955e+10	4.024205457915e-05	6.116283243691e+03	7.993819046088e-03	2.619296927301e+00	7.774859831206e+00
1.562764292926e+10	4.290013914440e-05	5.014025879426e+03	2.052829320584e-03	3.119577218073e+00	1.467363051226e+01
4.361527741135e+10	4.214093861196e-05	6.477416342558e+03	8.222122497867e-03	4.834963860344e+00	4.446463742636e+00
3.649405529706e+10	9.091669365535e-05	2.733189613566e+03	9.986121018246e-03	3.356032221822e+00	1.732088260941e+01
1.391875726802e+10	3.684428502843e-05	4.120759771624e+03	7.784292792089e-03	4.308449924689e+00	3.811251810592e+00
2.556701634480e+10	3.107890815270e-05	4.626045534738e+03	8.876178844037e-03	3.133195962431e+00	7.928709146457e+00
4.781217899367e+10	4.508983008571e-05	6.771061099969e+03	8.723120341029e-03	3.592803104084e+00	8.281330373216e+00
2.689415531347e+10	3.585183672175e-05	3.365130655134e+03	7.838187937383e-03	2.036720937305e+00	2.578905791724e+01
2.763529715259e+10	3.874703831688e-05	3.260688020733e+03	2.567514246505e-03	4.578484074960e+00	9.545958244294e+00
3.617445860187e+10	7.180808288860e-05	3.884515621200e+03	3.087842428678e-03	2.806509071537e+00	3.305837181122e+01
3.709218105423e+10	2.436705017228e-05	4.038090677022e+03	4.226436773172e-03	2.696965333676e+00	1.770269512641e+01
1.870457779644e+10	1.579521780060e-05	6.181269733454e+03	8.365813610636e-03	3.378088035133e+00	3.706163489448e+00
2.108939127125e+10	6.525446499396e-05	2.423197288471e+03	7.598987351187e-03	2.062567828891e+00	3.595597647458e+01
4.899656720028e+10	5.618543571056e-05	7.500354596914e+03	1.494232428927e-03	3.749642536499e+00	1.972366727875e+01
3.463897377844e+10	5.982150661421e-05	3.915594905606e+03	2.412214588177e-03	4.088983392592e+00	1.567459459243e+01
4.327862935244e+10	8.461121031774e-05	6.534099253111e+03	2.099287675670e-03	2.243598516792e+00	5.743204074293e+01
2.604214882743e+10	8.456390522523e-05	7.350861531931e+03	8.992885655848e-03	2.056501377031e+00	2.414776459160e+01
2.852440325027e+10	4.707872360479e-05	2.802319911363e+03	3.402610212484e-03	4.419091820279e+00	1.075257032303e+01
4.906176938977e+10	5.249170900068e-05	5.132920558933e+03	8.966315598929e-03	3.610936007937e+00	1.015104538104e+01
3.934315154109e+10	8.645786507594e-05	3.793872870828e+03	7.851593263201e-03	3.708470244188e+00	1.374831964947e+01
3.706116289339e+10	1.632648461245e-05	2.782371836281e+03	2.376059599538e-03	3.116214442287e+00	1.743161467457e+01
2.739258236874e+10	7.048927065835e-05	2.447394076986e+03	1.115069634059e-03	3.869208691900e+00	3.143789188500e+01
3.699819698042e+10	2.533155849921e-05	3.504242964835e+03	3.615124177442e-03	4.435290630487e+00	7.736437654081e+00
3.386152147809e+10	5.960968596925e-05	3.242650034770e+03	7.174099477684e-03	2.734050905919e+00	2.204892380504e+01
1.060042397935e+10	2.556166228864e-05	4.908452914941e+03	8.460517986915e-03	2.264126471724e+00	8.816712595687e+00
4.396087170170e+10	8.560082375059e-05	2.544622460572e+03	3.898656856889e-03	4.371329868644e+00	1.803426514600e+01
4.297767137033e+10	3.093575837102e-05	5.862504407312e+03	2.989472677578e-03	4.281406337546e+00	8.407419526288e+00
3.339217816310e+10	9.997950182485e-05	6.315938139893e+03	6.809768857072e-03	2.366632379160e+00	2.783260210693e+01
1.872152175257e+10	8.096604357550e-05	4.369466161168e+03	9.920685712626e-03	2.267044899385e+00	2.035820246773e+01
1.701983054938e+10	3.943040447440e-05	3.866216647044e+03	7.796540464111e-03	4.328857155095e+00	4.455283411207e+00
3.348298254281e+10	1.427105334513e-05	2.914944178650e+03	3.219257025837e-03	4.781730778739e+00	5.522040275161e+00
2.237390203054e+10	3.668975533117e-05	7.999808239513e+03	8.329140464509e-03	4.404220119308e+00	3.201754547920e+00
4.599775636907e+10	7.018352407746e-05	6.540196886636e+03	4.791596374745e-03	3.335671267620e+00	1.614011305531e+01
3.372618077669e+10	8.749633098100e-05	2.016595394676e+03	4.668708587215e-03	3.429434281312e+00	2.663473866365e+01
2.973550387717e+10	6.745079514904e-05	4.678246155198e+03	3.008038145433e-03	2.704916401812e+00	2.887107565136e+01
2.170010735818e+10	6.830500576772e-05	7.309007047274e+03	4.643166431480e-03	3.744088638844e+00	8.341637707623e+00
1.395211108532e+10	5.975434584781e-05	4.170174041242e+03	4.376110173103e-03	3.404937777719e+00	1.031544131846e+01
3.869322835061e+10	7.111700348213e-05	5.400215601682e+03	7.055871805571e-03	3.004639697867e+00	1.665563486092e+01
2.209813162559e+10	3.352991040291e-05	7.103193796361e+03	4.113106830462e-03	2.818628956282e+00	1.121576768845e+01
4.568014064859e+10	3.060554542493e-05	2.503403504736e+03	6.611695602361e-03	2.567128294344e+00	2.467569840670e+01
3.291417413375e+10	5.909464135165e-05	5.788491601550e+03	3.313003396543e-03	2.921303519874e+00	2.088051468097e+01
2.247648606712e+10	4.459178838889e-05	2.230914916143e+03	9.424563535055e-03	3.089476565965e+00	1.279889248925e+01
2.866730798532e+10	5.659754416788e-05	7.150006481935e+03	3.267702463893e-03	2.701709443659e+00	2.020054902687e+01
3.675382834374e+10	9.974079858233e-05	5.311264275083e+03	3.882217295209e-03	4.738008481857e+00	1.050944651388e+01
3.501764140994e+10	6.889745953816e-05	2.718006617505e+03	4.200143845100e-03	2.750516818837e+00	3.400022403507e+01
4.437196788902e+10	9.538774008965e-05	5.647783874580e+03	9.650573659409e-03	2.792856369017e+00	1.998989432975e+01
4.244244482968e+10	4.262041851863e-05	2.532386738838e+03	4.745318115566e-03	4.567732014048e+00	1.040477788365e+01
3.334475726955e+10	1.127915023946e-05	6.069722425486e+03	2.019632405613e-03	2.181497106735e+00	2.059419323597e+01
2.091432690895e+10	7.806572610704e-05	3.896615878211e+03	2.762635943151e-03	3.782349161008e+00	1.523161527796e+01
4.202223264605e+10	4.345230855277e-05	3.379066173368e+03	3.018388759892e-03	3.764944197927e+00	1.670189085557e+01
2.909611952023e+10	1.668052109862e-05	5.205615398056e+03	8.414244901139e-03	4.794036551375e+00	2.562705633396e+00
3.230307737349e+10	1.277422267886e-05	7.857907619439e+03	4.290587280974e-03	2.779221237706e+00	8.014082267114e+00
1.671479970228e+10	9.078554843781e-05	4.328046403306e+03	3.348964092583e-03	2.578448599533e+00	2.723099236970e+01
2.173497831517e+10	5.670660467786e-05	6.695588480514e+03	3.175159911966e-03	2.710509583015e+00	1.833749597018e+01
2.336536034275e+10	6.097878282458e-05	7.208586496358e+03	2.654049996422e-03	3.574564531122e+00	1.195012375063e+01
3.747571088097e+10	3.560170591334e-05	5.146287656568e+03	3.486870328300e-03	3.207094210875e+00	1.483353486707e+01
4.276089329018e+10	7.230609210001e-05	4.396719463235e+03	9.091415053916e-03	4.767567744856e+00	6.846358538016e+00
3.998035471209e+10	8.813686101733e-05	4.474020891571e+03	3.230484109122e-03	2.125570311500e+00	6.114923487882e+01
1.022003277806e+10	9.241094229490e-05	6.501467181619e+03	1.148095815090e-03	3.144115302766e+00	2.013347948315e+01
1.659070762941e+10	6.391237266600e-05	7.545170318394e+03	2.981119188228e-03	2.093498873936e+00	2.771902460617e+01
4.154025915610e+10	2.789036685691e-05	5.864613105497e+03	4.339318819693e-03	4.221352149174e+00	6.699629109999e+00
1.398425904430e+10	4.301899701024e-05	6.909430978844e+03	5.070021432177e-03	4.533259064203e+00	3.568004800110e+00
3.264561336727e+10	6.858512666304e-05	5.871570809793e+03	4.099680952195e-03	2.296556067222e+00	3.235517686046e+01
3.547929969044e+10	6.795576018382e-05	6.133053887031e+03	9.124878653191e-03	2.772093171039e+00	1.511317626840e+01
1.939491432495e+10	7.158952647249e-05	5.278111997793e+03	9.266173098032e-03	3.612128000572e+00	7.225627767210e+00
4.119486868835e+10	5.111064343466e-05	3.044827416592e+03	2.487383065934e-03	4.758113306029e+00	1.303099788822e+01
3.155921723363e+10	4.200445373209e-05	7.279642022778e+03	5.694145304121e-03	3.910102451847e+00	6.544672208037e+00
3.456227024202e+10	6.086660078417e-05	6.214825882793e+03	4.077982580537e-03	4.544121785374e+00	7.806857285978e+00
3.116488961096e+10	9.780159148960e-05	7.761609794508e+03	2.494423082678e-03	3.825034919364e+00	1.517388064608e+01
4.744834233537e+10	1.883199167924e-05	4.790261421998e+03	2.754353139660e-03	3.705693596479e+00	1.060358916436e+01
3.723738100380e+10	9.661774961839e-05	6.242775886386e+03	7.902359271203e-03	2.322842470468e+00	2.800489350881e+01
4.112231672784e+10	6.305042147893e-05	6.174745743315e+03	4.905068109754e-03	3.960788049356e+00	1.043542624568e+01
3.778841873196e+10	6.373920869818e-05	3.950202704788e+03	6.434896616784e-03	2.161528089431e+00	3.686405656924e+01
3.957449343794e+10	1.218200758406e-05	4.243691348275e+03	2.141627202782e-03	3.040748728765e+00	1.393750034493e+01
1.757554600390e+10	5.392089471696e-05	5.116763325059e+03	4.628919956523e-03	3.753205784193e+00	7.945356339413e+00
3.609131912913e+10	5.551723415507e-05	3.124965072598e+03	3.566614402527e-03	3.219175700679e+00	2.289274861878e+01
2.749783427065e+10	7.960062488667e-05	7.725279514559e+03	8.206496942308e-03	2.629950800845e+00	1.503138173360e+01
2.428846592132e+10	1.471183461489e-05	5.031829354692e+03	2.215732577068e-03	4.317752588320e+00	5.373026782634e+00
4.316892277870e+10	8.826712565596e-05	3.570190045248e+03	9.765937773358e-03	4.776494887122e+00	8.107491380542e+00
4.221680731837e+10	4.335974606279e-05	4.742244763185e+03	6.576501111620e-03	3.886334817352e+00	8.975091304596e+00
4.823900199333e+10	3.408714338337e-05	2.166893392174e+03	6.515276617104e-03	3.727685182549e+00	1.374211186895e+01
2.772301353305e+10	7.483912356668e-05	2.767846557979e+03	8.151402639678e-03	4.002016585929e+00	1.059405673221e+01
1.179873163223e+10	9.599908101768e-05	4.578392669218e+03	9.878057867160e-03	4.279445234715e+00	4.835112990095e+00
4.600414860218e+10	3.827237469151e-05	2.110883313658e+03	2.366600314838e-03	3.994331760662e+00	2.082001508650e+01
1.916220128338e+10	9.231310827248e-05	2.787428770837e+03	8.659338263976e-03	4.145379937639e+00	8.814631024221e+00
3.280224326938e+10	4.638197563655e-05	6.661602747691e+03	2.558241580261e-03	2.381877161486e+00	2.946796921524e+01
4.447922450377e+10	7.733673270841e-05	2.573882637335e+03	1.527051457552e-03	4.920823451581e+00	2.161709920485e+01
4.427536849910e+10	4.222782444255e-05	5.703626802263e+03	4.307062145407e-03	3.439643449591e+00	1.304698458874e+01
4.467921895285e+10	6.059243084544e-05	7.753287236238e+03	6.556146740745e-03	3.676918645893e+00	9.551010852807e+00
3.901415065391e+10	4.878783824132e-05	2.660371338673e+03	5.917312533371e-03	3.863525396558e+00	1.303432707819e+01
1.804691472437e+10	7.827868560396e-05	4.325671159700e+03	4.737692584296e-03	4.601900497057e+00	6.936833715260e+00
4.879549139982e+10	3.413741548018e-05	5.663302462813e+03	4.849201852590e-03	2.719853632697e+00	1.862802303722e+01
3.479758125208e+10	1.752960454901e-05	2.442248216355e+03	8.085429264907e-03	2.791988657006e+00	1.261564685223e+01
3.260455356174e+10	1.834010303126e-05	5.921989918125e+03	5.227095346304e-03	3.663610404994e+00	5.794021199575e+00
3.520322208513e+10	8.590440053824e-05	6.008104643545e+03	1.363529498444e-03	3.000065338441e+00	3.777105796906e+01
4.965465307031e+10	6.530366242705e-05	4.334244488098e+03	9.319029743757e-03	4.438330032319e+00	8.048041054787e+00
2.708855166226e+10	6.945107192367e-05	5.260336018843e+03	8.565756396400e-03	4.016796081671e+00	7.086077086423e+00
4.738861679741e+10	4.686386838053e-05	5.916698539025e+03	7.669576348962e-03	2.173625825668e+00	2.619894358885e+01
